budget,id,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,money_now,revenue_now,budget_now,cast_score
20000000,38,en,"Eternal Sunshine of the Spotless Mind","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",56.481487,2004-03-19,72258126,108,Released,"You can erase someone from your mind. Getting them out of your heart is another story.",7.9,3652,,96581585.0,26732380.0,120300523.95926
20000000,38303,en,"You Again","History -- make that high school -- may repeat itself when Marni learns that Joanna, the mean girl from her past, is set to be her sister-in-law. Before the wedding bells toll, Marni must show her brother that a tiger doesn't change its stripes. On Marni's side is her mother, while Joanna's backed by her wealthy aunt.",19.962713,2010-09-24,32005248,105,Released,"What doesn't kill you... is going to marry your brother.",6.0,368,,37126591.0,23200315.0,114966972.634138
20000000,1266,en,"Street Kings","Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",18.666876,2008-04-10,65569869,109,Released,"Their city. Their rules. No prisoners.",6.3,363,,76969957.0,23477234.0,109421793.238525
20000000,107985,en,"The World's End","Five friends who reunite in an attempt to top their epic pub crawl from 20 years earlier unwittingly become humankind's only hope for survival.",55.964605,2013-07-18,46089287,109,Released,"Good food. Fine ales. Total Annihilation.",6.7,1778,,49991065.0,21693139.0,88214343.3549165
20000000,19901,en,Daybreakers,"In the year 2019, a plague has transformed almost every human into vampires. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",28.019226,2009-01-06,51416464,98,Released,"In 2019, The Most Precious Natural Resource... Is Us.",6.0,634,,60598210.0,23571520.0,212189959.44016
20000000,34016,en,"She's Out of My League","When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",16.176976,2010-03-11,49779728,104,Released,"When she's this hot, You get one shot.",5.9,525,,57745268.0,23200315.0,118201576.372403
20000000,59860,en,"Monte Carlo","Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.",17.237143,2011-07-01,17425000,109,Released,"She's having the time of someone else's life.",6.0,593,,19586506.0,22480925.0,133227646.878889
9000000,10069,en,"Stay Alive","After the mysterious, brutal death of an old friend, a group of teenagers find themselves in possession of ""Stay Alive,"" an ultra-realistic 3-D videogame based on the spine-chilling true story of a 17th century noblewoman, known as ""The Blood Countess."" The gamers don't know anything about the game other than they're not supposed to have it... and they're dying to play it. Not able to resist temptation, the kids begin to play the grisly game but soon make a chilling connection -- they are each being murdered one-by-one in the same way as the characters they played in the game. As the line between the game world and the real world disappears, the teens must find a way to defeat the vicious and merciless Blood Countess, all the while trying to... stay alive.",4.34503,2006-03-24,27105095,100,Released,"You die in the game - you die for real.",5.3,155,,33951450.0,11273270.0,40971484.167702
20000000,12819,en,"Alpha and Omega","Two mismatched wolves embark on a cross-country quest to get back home and restore peace in their pack after being relocated thousands of miles away by well-meaning park rangers. Quick-witted Humphrey (voice of Justin Long) likes to frolic with friends and play video games with squirrels; disciplined Kate (voice of Hayden Panettiere) likes to call the shots and hunt caribou. Normally, an omega wolf like Humphrey would never stand a chance with an alpha wolf like Kate, but when they're both transported halfway across the country they must work together to get back to their natural habitat. And it won't be easy either, because the one thing Humphrey and Kate can agree on is that they don't have anything in common. Perhaps by working together toward a common goal, however, the two contentious traveling companions will finally realize that even lone wolves can use a helping paw every once in a while.",12.300789,2010-09-17,39300000,88,Released,"A Pawsome 3D Adventure",5.3,124,,45588619.0,23200315.0,127161306.907581
20000000,9954,en,"The Covenant","Four young men who belong to a supernatural legacy are forced to battle a fifth power long thought to have died out. Another great force they must contend with is the jealousy and suspicion that threatens to tear them apart.",15.804814,2006-09-08,37597471,97,Released,"Only the power of Hell can help them.",5.2,288,,47094049.0,25051711.0,142095532.815774
40000000,25132,en,Shorts,"A young boy's discovery of a colorful, wish-granting rock causes chaos in the suburban town of Black Falls when jealous kids and scheming adults alike set out to get their hands on it.",4.100942,2009-08-21,28972508,89,Released,"Not So TALL Tales From The Director Of 'Spy Kids'",5.1,44,,34146302.0,47143040.0,61979530.2946083
20000000,328387,en,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",62.933899,2016-07-27,83707310,96,Released,"Are you a watcher or a player?",7.1,2181,,88128942.0,21056451.0,112163241.250194
20000000,12690,en,Appaloosa,"Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.",16.074397,2008-09-12,20211394,115,Released,"Feelings get you killed.",6.3,299,,23725381.0,23477234.0,117530233.697254
20000000,13596,en,"My Best Friend's Girl","When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",17.145287,2008-09-19,36620508,101,Released,"It's funny what love can make you do...",5.4,220,,42987411.0,23477234.0,74917163.0733165
20000000,226857,en,"Endless Love","A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.",27.256849,2014-02-12,34077920,103,Released,"Say Goodbye to Innocence",6.7,542,,36380760.0,21351515.0,54022586.8688596
20000000,2355,en,"Reign Over Me","A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.",20.82778,2007-03-23,22222308,124,Released,"Let in the unexpected.",7.1,334,,27077181.0,24369369.0,116369359.0943
15000000,5915,en,"Into the Wild","The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",43.644978,2007-09-11,56255142,148,Released,"Into the heart. Into the soul.",7.8,3045,,68545115.0,18277026.0,86636451.4084416
20000000,9842,en,"School for Scoundrels","A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",8.244324,2006-09-29,17807569,100,Released,"Life's A Game. Learn How To Play.",5.6,111,,22305504.0,25051711.0,118181202.579041
20000000,61012,en,"Silent Hill: Revelation 3D","Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",23.292761,2012-10-10,52302796,94,Released,"This Halloween prepare for a 3D ride through hell.",5.0,432,,57581550.0,22018536.0,107451371.017752
20000000,9470,cn,"功夫","Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",13.658985,2004-02-10,100914445,99,Released,"So many gangsters...so little time.",7.2,831,,134884165.0,26732380.0,62868251.8823529
20000000,7979,en,"The Kite Runner","After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",10.446722,2007-10-14,73276047,128,Released,"There is a way to be good again.",7.3,394,,89284550.0,24369369.0,46923307.215625
20000000,470,en,"21 Grams","This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",32.243357,2003-09-06,60427839,124,Released,"How much does life weigh?",7.2,918,,82949761.0,27454154.0,68564163.477282
20000000,15644,en,Paparazzi,"A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.",9.149089,2004-09-03,16605763,84,Released,"One good shot deserves another.",5.8,52,,22195578.0,26732380.0,149214078.394913
20000000,9582,en,"A Guy Thing","Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",5.596835,2003-01-17,17432163,101,Released,"Boy meets girl. Boy meets girl's cousin.",5.3,83,,23929265.0,27454154.0,95157705.065807
20000000,22074,en,"Capitalism: A Love Story","Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",10.50098,2009-09-06,17436509,120,Released,"Ask not what your C.E.O. can do for you, but what you can do for your C.E.O.",7.0,167,,20550251.0,23571520.0,35468777.6904762
19500000,290751,en,"Secret in Their Eyes","A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",15.012237,2015-10-14,34854990,111,Released,"The truth lies in the most unexpected places.",6.2,336,,37173168.0,20796930.0,136860542.179252
25000000,13805,en,"Disaster Movie","In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",16.238961,2008-08-29,14109284,87,Released,"Your favorite movies are going to be destroyed.",3.0,240,,16562348.0,29346542.0,118513827.533189
20000000,4597,en,Armored,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",15.21229,2009-12-04,22942221,88,Released,"Who will be the last man standing?",5.5,208,,27039151.0,23571520.0,101731171.25142
20000000,63492,en,"What's Your Number?","Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",19.220789,2011-09-30,30426096,106,Released,"Ally's looking for the best ex of her life.",6.2,671,,34200339.0,22480925.0,136289782.312414
20000000,81796,en,Lockout,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",35.232278,2012-04-12,32204030,95,Released,"Take no prisoners.",5.8,715,,35454280.0,22018536.0,125768132.591223
20000000,15092,en,"Crank: High Voltage","Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.",35.542809,2009-04-16,34560577,96,Released,"Stay Charged, Stay Alive!",5.9,861,,40732266.0,23571520.0,166341501.007858
20000000,15005,en,"One Night with the King","This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",3.476925,2006-10-13,13391174,123,Released,"Feel The Touch Of Destiny",6.1,12,,16773591.0,25051711.0,157554379.851455
30000000,8198,en,"The Quiet American","A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",5.133744,2002-11-22,27674124,101,Released,,6.4,81,,38862219.0,42128400.0,26175521.6718777
20000000,6963,en,"The Weather Man","A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",14.031377,2005-10-20,12482775,101,Released,"Dave Spritz is about to take his best shot . . . at life",6.0,289,,16136087.0,25853366.0,103293504.641891
20000000,15070,en,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",17.227376,2002-08-23,12398628,96,Released,"Two Enemies ... The Mob ... The Ultimate Showdown.",6.1,139,,17411145.0,28085600.0,166118018.105952
20000000,17134,en,"12 Rounds","When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",15.66135,2009-03-19,17280326,108,Released,"Survive all 12",5.7,220,,20366177.0,23571520.0,80814346.2756831
20000000,41402,en,"Let Me In","A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.",19.705311,2010-10-01,24145613,116,Released,"Innocence dies. Abby doesn't.",6.7,641,,28009291.0,23200315.0,90167202.7175762
20000000,146198,en,"Triple 9","A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.",29.371987,2016-02-19,12639297,115,Released,"The Code on the Street is Never Black & White",5.6,797,,13306937.0,21056451.0,152130866.725774
20000000,295964,en,Burnt,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",30.477114,2015-10-02,36606743,100,Released,"Never underestimate a man with everything to lose.",6.3,950,,39041429.0,21330184.0,178057255.072323
20000000,11835,en,"Death Sentence","Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",12.643703,2007-08-31,16974459,105,Released,"Protect what's yours.",6.5,297,,20682842.0,24369369.0,228374397.57411
0,31117,en,"Superbabies: Baby Geniuses 2","Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population.",5.886228,2004-08-27,9109322,88,Released,"Meet the new generation of superheroes.",1.9,35,,12175693.0,0.0,82080747.3741987
0,9074,en,"The Man","Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way",6.925645,2005-09-08,12382362,83,Released,"One guy walks the walk. The other talks and talks.",5.4,133,,16006287.0,0.0,111519946.327877
20000000,14396,en,"Code Name: The Cleaner","Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",9.36146,2007-01-05,10337477,84,Released,,4.7,78,,12595889.0,24369369.0,124207806.974459
20000000,15673,en,"Connie and Carla","After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",6.102663,2004-04-16,11341016,98,Released,"When you follow your dream, there's no telling what you'll become.",6.4,24,,15158618.0,26732380.0,95166506.7454082
20000000,171274,en,"Inherent Vice","In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",45.742217,2014-12-25,11110975,148,Released,"Under the paving stones, the beach!",6.5,833,,11861807.0,21351515.0,65302301.1226324
20000000,109417,en,"Battle of the Year","A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",8.237336,2013-09-21,16549477,110,Released,"The World is watching",5.9,88,,17950505.0,21693139.0,182178602.354882
20000000,13948,en,"An American Carol","In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.",2.605374,2008-10-03,7000000,83,Released,"Laugh like you're country depends on it.",4.1,20,,8217032.0,23477234.0,100287989.788578
12000000,106747,en,"Machete Kills","Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.",29.072964,2013-09-12,15008161,107,Released,"Trained to kill. Left for dead. Back for more.",5.3,631,,16278706.0,13015883.0,117734970.00394
0,14220,en,"Strange Wilderness","With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",4.961306,2008-02-01,6575282,87,Released,"This ain't March of the Penguins.",4.7,69,,7718472.0,0.0,128089656.318538
20000000,256962,en,"Little Boy","An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.",12.232048,2015-04-23,6420319,106,Released,"Believe the impossible.",7.0,185,,6847329.0,21330184.0,61922790.3598204
15000000,48231,en,"A Dangerous Method","Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",27.133277,2011-09-30,27462041,99,Released,"Why deny what you desire the most.",6.2,571,,30868604.0,16860694.0,42260836.988054
8700000,3509,en,"A Scanner Darkly","An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.",26.093043,2006-05-25,7659918,100,Released,"Everything Is Not Going To Be OK",6.8,532,,9594703.0,10897494.0,85928500.4234278
20000000,12142,en,"Alone in the Dark","Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",9.292987,2005-01-28,10442808,96,Released,"Can mankind defeat the army of darkness unleashed by an ancient evil cult?",3.1,173,,13499087.0,25853366.0,138513521.221264
20000000,23367,en,Bandslam,"A high school social outcast and the popular girl bond through a shared love of music.",7.716606,2009-08-06,5210988,111,Released,"Band Together",5.4,126,,6141545.0,23571520.0,20795492.4242216
20000000,241239,en,"A Most Violent Year","A thriller set in New York City during the winter of 1981, statistically one of the most violent years in the city's history, and centered on a the lives of an immigrant and his family trying to expand their business and capitalize on opportunities as the rampant violence, decay, and corruption of the day drag them in and threaten to destroy all they have built.",37.629309,2014-12-30,12007070,125,Released,"The result is never in question. Just the path you take to get there.",6.5,546,,12818457.0,21351515.0,137847384.634732
20000000,3902,en,"I'm Not There.","Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",13.032308,2007-10-01,4001121,135,Released,"All I Can Do Is Be Me Whoever That Is",6.6,195,,4875240.0,24369369.0,138837255.566012
20000000,77948,en,"The Cold Light of Day","A young American uncovers a conspiracy during his attempt to save his family, that was kidnapped while on vacation in Spain.",15.131867,2012-04-04,16863583,93,Released,"Be careful who you trust.",4.8,271,,18565570.0,22018536.0,157071012.082122
20000000,21755,en,"The Brothers Bloom","The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",10.218307,2008-09-09,5530764,114,Released,"They'd never let the truth come between them.",6.8,203,,6492352.0,23477234.0,96888345.2042308
2000000,16608,en,"The Proposition","Set in the Australian outback in the 1880s, the movie follows the series of events following the horrific rape and murder of the Hopkins family, allegedly committed by the infamous Burns brothers gang. Captain Morris Stanley captures Charlie Burns and gives him 9 days to kill his older dangerous psychopathic brother, or else they'll hang his younger mentally slow brother on Christmas Day.",14.617944,2005-10-06,5048693,104,Released,"This land will be civilized.",7.1,218,,6526285.0,2585337.0,66294296.1326144
20000000,32316,en,"Marci X","A Jewish-American Princess is forced to take control of a hard-core hip-hop record label and tries to rein the one of the label's most controversial rappers.",5.65327,2003-08-22,1675706,84,Released,"Uptown Gets Down.",3.3,12,,2300255.0,27454154.0,102445120.140909
20000000,7299,en,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",44.566609,2002-12-06,5359645,107,Released,"In a future where freedom is outlawed, outlaws will become heroes.",6.9,1552,,7526442.0,28085600.0,100464395.544201
40000000,13405,zh,"黃石的孩子","About young British journalist, George Hogg, who with the assistance of a courageous Australian nurse, saves a group of orphaned children during the Japanese occupation of China in 1937.",8.978408,2008-07-03,7400000,125,Released,"War made them orphans, one man made them legends",6.5,52,,8686576.0,46954467.0,198930410.775595
10000000,314385,en,"By the Sea","Set in France during the mid-1970s, Vanessa, a former dancer, and her husband Roland, an American writer, travel the country together. They seem to be growing apart, but when they linger in one quiet, seaside town they begin to draw close to some of its more vibrant inhabitants, such as a local bar/café-keeper and a hotel owner.",11.267676,2015-11-12,3727746,122,Released,,5.4,156,,3975675.0,10665092.0,36725018.0751923
0,13688,cn,"長江七號","Ti, a really poor construction worker that struggles to keep his son, Dicky, in private school, mistakes an orb he finds in a junkjard for a toy which proves to be much, much more once the young boy starts to play with it.",12.373248,2008-01-30,47301471,86,Released,"It's out of this world.",6.1,107,,55525385.0,0.0,20413975.6
20000000,43935,en,"Dylan Dog: Dead of Night","Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",10.617236,2011-03-16,4634062,107,Released,"No pulse? No problem",4.5,139,,5208900.0,22480925.0,151587791.356576
20000000,44638,en,"The Tempest","An adaptation of the play by William Shakespeare. Prospera (a female version of Shakespeare's Prospero) is the usurped ruler of Milan who has been banished to a mysterious island with her daughter. Using her magical powers, she draws her enemies to the island to exact her revenge.",3.620537,2010-12-10,346594,110,Released,,6.0,31,,402054.0,23200315.0,240381247.910479
0,241257,en,Regression,"Minnesota, 1990. Detective Bruce Kenner investigates the case of young Angela, who accuses her father, John Gray, of an unspeakable crime. When John unexpectedly and without recollection admits guilt, renowned psychologist Dr. Raines is brought in to help him relive his memories and what they discover unmasks a horrifying nationwide mystery.",27.215666,2015-10-01,17671101,106,Released,"Fear always finds its victim",5.3,585,,18846392.0,0.0,110635284.764165
27220000,199373,en,"The Frozen Ground","An Alaska State Trooper partners with a young woman who escaped the clutches of serial killer Robert Hansen to bring the murderer to justice. Based on actual events.",28.060472,2013-07-18,5496951,105,Released,"The hunter becomes the hunted",6.1,465,,5962306.0,29524362.0,148927448.321165
20000000,52449,en,"Bad Teacher","A lazy, incompetent middle school teacher who hates her job and her students is forced to return to her job to make enough money for a boob job after her rich fiancé dumps her.",28.497242,2011-05-16,216197492,92,Released,"She doesn't give an F.",5.4,1584,,243015982.0,22480925.0,115472291.738761
19000000,11247,en,"A Cinderella Story","Sam Montgomery is a tomboyish, unpopular girl at school. She has been text messaging a somebody named Nomad for a few months and he asks her to meet him at the Halloween dance at 11:00 in the middle of the dance floor. The only problem is, she must get back to the diner, ran by her wicked Stepmom Fiona by 12 sharp because she is not supposed to be there. Before Nomad can found out who she is, she must leave with her best friend, Carter driving her back to the diner. After that night, everything in Sam's life goes wacko!",25.28132,2004-07-10,70067909,95,Released,"Once upon a time... can happen any time.",6.1,713,,93654099.0,25395761.0,87589491.8675965
19000000,41210,en,"The Switch","An unmarried 40-year-old woman turns to a turkey baster in order to become pregnant. Seven years later, she reunites with her best friend, who has been living with a secret: he replaced her preferred sperm sample with his own.",27.494037,2010-05-11,49830607,101,Released,"The most unexpected comedy ever conceived.",5.9,583,,57804288.0,22040299.0,153435067.397005
18000000,12090,en,"Just Married","Tom Leezak and Sarah McNerney fall in love and plan to get married, despite opposition from Sarah's uptight, rich family. When they do get married, and get a chance to prove Sarah's family wrong, they go on a European honeymoon and run into disaster after disaster. They have to decide whether the honeymoon from hell and a few pre-marital mistakes are worth throwing away their love and marriage.",18.47518,2003-01-09,101564935,95,Released,"Welcome to the honeymoon from hell.",5.3,404,,139418970.0,24708739.0,111817467.475758
19100000,62630,en,"The Devil's Double","A chilling vision of the House of Saddam Hussein comes to life through the eyes of the man who was forced to become the double of Hussein's sadistic son.",10.559414,2011-02-11,5728213,109,Released,"The 80's were brilliant, if you were in charge.",6.5,208,,6438776.0,21469284.0,63579175.7686027
20000000,29427,en,"The Crazies","Four friends find themselves trapped in their small hometown after they discover their friends and neighbors going quickly and horrifically insane.",28.867568,2010-02-26,54956140,101,Released,"Fear Thy Neighbor",6.2,633,,63749987.0,23200315.0,87710115.5480509
15000000,129,ja,"千と千尋の神隠し","A ten year old girl who wanders away from her parents along a path that leads to a world ruled by strange and unusual monster-like animals. Her parents have been changed into pigs along with others inside a bathhouse full of these creatures. Will she ever see the world how it once was?",118.968562,2001-07-20,274925095,125,Released,"The tunnel led Chihiro to a mysterious town...",8.3,3840,,392248961.0,21401227.0,85817150.1052632
0,203833,en,"The Book Thief","While subjected to the horrors of WWII Germany, young Liesel finds solace by stealing books and sharing them with others. Under the stairs in her home, a Jewish refuge is being sheltered by her adoptive parents.",57.84156,2013-11-08,76586316,131,Released,"Courage beyond words.",7.4,1486,,83069879.0,0.0,83025864.7607143
19000000,13523,en,"Sex Drive","A high school senior drives cross-country with his best friends to hook up with a babe he met online.",17.952817,2008-10-16,18755936,109,Released,"He's leaving virgin territory",6.0,342,,22016875.0,22303372.0,110758168.411538
19000000,25195,en,"Leap Year","When yet another anniversary passes without a marriage proposal from her boyfriend, Anna decides to take action. Aware of a Celtic tradition that allows women to pop the question on Feb. 29, she plans to follow her lover to Dublin and ask him to marry her. Fate has other plans, however, and Anna winds up on the other side of the Emerald Isle with handsome, but surly, Declan -- an Irishman who may just lead Anna down the road to true love.",21.959742,2010-01-08,29922472,100,Released,"Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.",6.4,465,,34710538.0,22040299.0,170661297.664478
19000000,50725,en,"Take Me Home Tonight","Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",11.766564,2011-03-04,6928068,97,Released,"Best. Night. Ever.",6.2,208,,7787469.0,21356879.0,117755046.333032
0,82631,en,"Won't Back Down","Two determined mothers­, one a teacher, look to transform their children's failing inner city school. Facing a powerful and entrenched bureaucracy, they risk everything to make a difference in the education and future of their children",2.366251,2012-09-28,5310554,121,Released,"If you can't beat the system... change it",5.8,40,,5846531.0,0.0,162111554.051648
19000000,10065,en,"The Amityville Horror","A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.",30.205943,2005-04-15,108047131,90,Released,"What happened over the next 28 days has never been explained.",6.0,588,,139669099.0,24560697.0,91104671.3198467
